sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;comercio;tienda;robledo;2;7;27/07/2017;7370000;microempresarial
masculino;comercio;distribuidora_de;villa_hermosa;3;8;11/05/2018;7800000;microempresarial
femenino;industria;fabrica_de_calzado;cabecera_san_cristobal;1;60;5/05/2017;3500000;microempresarial
femenino;servicio;variedades;manrique_central_no_1;2;4;16/05/2018;7800000;microempresarial
femenino;comercio;comidas_rapidas;popular;1;1;10/11/2017;2000000;microempresarial
masculino;comercio;variedades;manrique_central_no_2;2;3;31/05/2018;7800000;microempresarial
femenino;industria;fabrica_de;moravia;1;4;24/05/2017;5000000;microempresarial
femenino;industria;fabrica_de;belen;3;16;2/06/2017;7377000;microempresarial
masculino;comercio;tienda_naturista;prado;3;10;22/05/2018;5000000;microempresarial
femenino;comercio;variedades;robledo;2;7;29/02/2016;4000000;microempresarial
femenino;industria;fabrica_de;belen;3;16;23/03/2017;4000000;microempresarial
masculino;comercio;fabrica_de_calzado;enciso;3;8;10/02/2017;7377000;microempresarial
femenino;servicio;legumbreria;laureles;3;11;13/09/2016;6890000;microempresarial
femenino;comercio;variedades;san_javier_no1;2;13;17/04/2018;6000000;microempresarial
masculino;comercio;peluqueria;cabecera_san_cristobal;3;60;9/04/2018;4000000;microempresarial
femenino;comercio;tienda;robledo;2;7;17/02/2017;7377000;microempresarial
femenino;comercio;fabrica_de;pedregal;3;6;23/05/2017;4300000;microempresarial
masculino;comercio;almacen_de_ropa_en;cabecera_san_antonio;3;80;15/11/2017;3000000;microempresarial
masculino;comercio;publicidad_y;san_jose_de_la_cima_no;2;3;9/03/2017;237976;microempresarial
masculino;industria;fabrica_de;picacho;1;6;15/08/2017;7000000;microempresarial
femenino;comercio;tienda;manrique_central_no_1;2;4;12/04/2018;300000;microempresarial
femenino;industria;fabrica_de;20_de_julio;2;13;3/05/2018;7800000;microempresarial
femenino;comercio;venta_de_lacteos;campo_valdes_no_1;2;4;22/04/2019;3000000;microempresarial
masculino;industria;fabrica_de;juan_pablo_ii;2;9;18/03/2019;8000000;microempresarial
femenino;servicio;comidas_rapidas;aranjuez;2;4;26/05/2017;7300000;microempresarial
femenino;comercio;variedades;doce_de_octubre_no1;2;6;15/04/2016;6890000;microempresarial
femenino;comercio;almacen_de_ropa_en;buenos_aires;2;9;26/01/2017;7300000;microempresarial
femenino;servicio;peluqueria;manrique_oriental;1;3;22/06/2016;6000000;microempresarial
femenino;industria;fabrica_de;belencito;2;13;25/10/2018;6000000;microempresarial
femenino;comercio;venta_de_calzado;popular;1;1;30/03/2017;4000000;microempresarial
femenino;comercio;fabrica_de;santo_domingo_savio;1;1;27/05/2016;6890000;microempresarial
femenino;servicio;carpinteria;santa_cruz;2;2;20/06/2017;4000000;microempresarial
femenino;servicio;variedades;la_aguacatala;1;14;2/02/2017;7000000;microempresarial
femenino;industria;fabrica_de;santa_cruz;2;2;20/10/2017;4500000;microempresarial
femenino;servicio;almacen_de_ropa_en;belen;3;16;15/03/2017;7300000;microempresarial
masculino;servicio;montallantas;manrique_oriental;3;3;22/03/2019;7000000;microempresarial
femenino;servicio;peluqueria;manrique_central_no_2;1;3;10/05/2019;4000000;microempresarial
masculino;comercio;tienda;playon_de_los;2;2;28/09/2016;6890000;microempresarial
femenino;comercio;almacen_de_ropa_en;manrique_central_no_1;3;4;22/12/2017;7300000;microempresarial
femenino;comercio;pañalera;popular;2;1;25/09/2017;2500000;microempresarial
masculino;comercio;variedades;manrique_central_no_2;1;3;7/06/2016;6890000;microempresarial
femenino;comercio;tienda;santo_domingo_savio;1;1;5/06/2018;4000000;microempresarial
masculino;comercio;tienda;belen;2;16;27/02/2019;8281000;microempresarial
masculino;industria;fabrica_de;robledo;1;7;17/05/2018;3500000;microempresarial
masculino;comercio;tienda;trinidad;3;15;17/05/2019;6000000;microempresarial
masculino;servicio;variedades;popular;2;1;29/05/2018;6000000;microempresarial
femenino;industria;fabrica_de;alfonso_lopez;3;5;1/12/2016;43435244;microempresarial
femenino;servicio;variedades;la_sierra;1;8;20/11/2017;4400000;microempresarial
masculino;comercio;tienda;aguas_frias;2;70;28/11/2018;7800000;microempresarial
masculino;servicio;tienda;villatina;2;8;2/08/2017;1000000;microempresarial
femenino;comercio;panaderia;ocho_de_marzo;1;9;1/06/2017;7000000;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;2;60;20/03/2019;8000000;microempresarial
femenino;comercio;comidas_rapidas;manrique_central_no_2;3;3;10/04/2018;4000000;microempresarial
femenino;comercio;distribuidora_de;castilla;3;5;13/06/2019;3000000;microempresarial
masculino;comercio;barberia;robledo;2;7;18/01/2019;8281000;microempresarial
femenino;servicio;peluqueria;cabecera_san_cristobal;1;60;7/06/2017;4000000;microempresarial
masculino;comercio;fabrica_de_muebles;cabecera_san_cristobal;3;60;19/06/2018;4000000;microempresarial
femenino;comercio;variedades;popular;1;1;19/11/2018;3500000;microempresarial
femenino;servicio;barberia;olaya_herrera;1;7;5/02/2018;6000000;microempresarial
masculino;industria;fabrica_de;san_javier_no1;1;13;24/04/2018;7000000;microempresarial
femenino;comercio;almacen_de_ropa_en;kennedy;2;7;13/02/2019;5000000;microempresarial
femenino;comercio;variedades;robledo;3;7;22/08/2018;4500000;microempresarial
femenino;comercio;venta_de_lacteos;doce_de_octubre_no1;2;6;11/11/2016;6300000;microempresarial
masculino;comercio;variedades;enciso;2;8;25/04/2019;8000000;microempresarial
femenino;comercio;variedades;playon_de_los;2;2;11/10/2018;6000000;microempresarial
femenino;servicio;peluqueria;santo_domingo_savio;2;1;7/02/2017;7300000;microempresarial
masculino;industria;fabrica_de;buenos_aires;2;9;8/05/2018;7000000;microempresarial
femenino;industria;fabrica_de;buenos_aires;2;9;11/02/2019;1600000;microempresarial
femenino;comercio;criadero_de_animales;belen;3;16;24/10/2017;7300000;microempresarial
femenino;servicio;peluqueria;moravia;2;4;12/04/2016;6890000;microempresarial
masculino;comercio;venta_de_calzado;pedregal;3;6;21/06/2016;3500000;microempresarial
femenino;servicio;comidas_rapidas;cabecera_san_antonio;2;80;16/06/2016;3000000;microempresarial
masculino;industria;tienda;la_florida;2;80;27/06/2018;6800000;microempresarial
femenino;servicio;miscelanea;boston;2;10;5/06/2019;7000000;microempresarial
masculino;comercio;almacen_de_ropa_en;belen;3;16;18/06/2019;8000000;microempresarial
femenino;servicio;sembrados;boyaca;3;5;21/02/2017;22000000;juridica_y_cap_semilla
masculino;comercio;comidas_rapidas;santa_cruz;2;2;9/03/2017;7377000;microempresarial
femenino;comercio;almacen_de_ropa_en;playon_de_los;2;2;31/01/2017;7370000;microempresarial
femenino;comercio;variedades;la_sierra;1;8;5/06/2019;8000000;microempresarial
masculino;servicio;variedades;manrique_central_no_1;2;4;9/03/2018;7000000;microempresarial
masculino;comercio;venta_de_calzado;aranjuez;3;4;21/10/2016;4000000;microempresarial
masculino;servicio;recreativo_educativo;castilla;3;5;24/05/2016;6400000;microempresarial
masculino;servicio;tienda;villa_hermosa;3;8;22/04/2019;8281000;microempresarial
masculino;industria;fabrica_de;aranjuez;2;4;19/12/2016;6890000;microempresarial
femenino;servicio;peluqueria;manrique_central_no_1;2;4;23/11/2017;5000000;microempresarial
femenino;comercio;variedades;belen;2;16;21/03/2019;3000000;microempresarial
femenino;industria;fabrica_de;gerona;3;9;24/01/2017;7377000;microempresarial
masculino;comercio;tienda;cabecera_san_cristobal;1;60;8/04/2016;6000000;microempresarial
masculino;comercio;comidas_rapidas;santa_cruz;2;2;10/05/2018;7800000;microempresarial
masculino;comercio;tienda;alfonso_lopez;3;5;13/05/2019;8000000;microempresarial
femenino;comercio;variedades;manrique_oriental;2;3;23/03/2018;4000000;microempresarial
femenino;comercio;tienda;manrique_central_no_1;3;4;18/07/2017;7377000;microempresarial
femenino;comercio;almacen_de_ropa_en;san_pablo;1;1;21/02/2018;3000000;microempresarial
femenino;comercio;comidas_rapidas;la_avanzada;1;1;31/10/2018;1000000;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;1;60;14/09/2018;3000000;microempresarial
femenino;servicio;restaurante;san_javier_no1;3;13;22/03/2017;7370000;microempresarial
femenino;servicio;tienda;sucre;1;8;27/07/2016;6000000;microempresarial
femenino;comercio;granero;hector_abad_gomez;2;5;5/04/2019;4000000;microempresarial
femenino;comercio;comidas_rapidas;aranjuez;3;4;9/07/2018;7800000;microempresarial
masculino;industria;fabrica_de_calzado;eduardo_santos;2;10;10/04/2019;8200000;microempresarial
masculino;comercio;tienda;castilla;3;5;14/02/2018;7800000;microempresarial
femenino;industria;fabrica_de;san_javier_no1;1;13;13/07/2017;6000000;microempresarial
femenino;servicio;peluqueria;robledo;3;7;26/05/2017;6000000;microempresarial
femenino;servicio;ebanistaria;belen;3;16;9/05/2018;8250000;microempresarial
masculino;comercio;miscelanea;castilla;3;5;8/09/2016;6890000;microempresarial
masculino;servicio;variedades;san_javier_no1;2;13;30/05/2018;7800000;microempresarial
femenino;comercio;papeleria;rosales;2;16;9/05/2017;7370000;microempresarial
masculino;comercio;variedades;las_palmas;2;10;17/11/2017;4000000;microempresarial
masculino;comercio;variedades;villa_hermosa;3;8;15/09/2016;4000000;microempresarial
masculino;comercio;charcuteria;manrique_central_no_2;1;3;28/12/2017;7000000;microempresarial
masculino;industria;fabrica_de;la_floresta;3;12;17/06/2016;6890000;microempresarial
femenino;comercio;tienda;santo_domingo_savio;1;1;4/12/2018;3000000;microempresarial
femenino;comercio;almacen_de_ropa_en;belen;3;16;26/09/2016;6890000;microempresarial
femenino;comercio;venta_de_repuestos;campo_valdes_no_1;3;4;20/02/2016;6890000;microempresarial
masculino;comercio;mantenimiento_en;doce_de_octubre_no1;2;6;18/10/2017;7370000;microempresarial
femenino;comercio;distribuidora_de;florencia;3;5;12/08/2016;6890000;microempresarial
masculino;servicio;comidas_rapidas;manrique_central_no_1;3;4;22/05/2019;8000000;microempresarial
masculino;servicio;mantenimiento_en;picachito;1;6;7/05/2018;7000000;microempresarial
femenino;comercio;miscelanea;santa_cruz;2;4;8/02/2019;8281000;microempresarial
masculino;comercio;almacen_de_ropa_en;santa_lucia;3;12;12/10/2017;7377170;microempresarial
femenino;servicio;comidas_rapidas;robledo;2;7;9/03/2018;2000000;microempresarial
masculino;comercio;servicios;pedregal;3;6;6/07/2018;2000000;microempresarial
masculino;comercio;variedades;enciso;3;8;20/03/2018;1000000;microempresarial
femenino;industria;comidas_rapidas;moravia;2;4;24/02/2017;7377000;microempresarial
masculino;servicio;variedades;santa_rosa_de_lima;3;13;10/09/2018;1000000;microempresarial
masculino;comercio;cafeteria;santa_teresita;2;12;4/05/2018;3500000;microempresarial
femenino;servicio;taller_de_mecanica;enciso;1;8;22/06/2018;6000000;microempresarial
femenino;industria;fabrica_de;robledo;2;7;9/03/2018;600000;microempresarial
femenino;comercio;fabrica_de_alimentos;robledo;2;7;18/10/2016;4000000;microempresarial
masculino;comercio;cerrajeria;juan_xxiii_la_quiebra;1;13;22/05/2019;8000000;microempresarial
masculino;comercio;papeleria;robledo;1;7;19/01/2018;7000000;microempresarial
femenino;comercio;variedades;villatina;1;8;14/03/2016;2500000;microempresarial
masculino;industria;fabrica_de;manrique_central_no_2;1;3;17/03/2016;6000000;microempresarial
femenino;servicio;fabrica_de;popular;1;1;19/10/2016;5000000;microempresarial
femenino;comercio;distribuidora_de;prado;3;10;13/02/2017;7300000;microempresarial
femenino;comercio;montallantas;playon_de_los;1;2;27/11/2018;7800000;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;1;60;20/09/2018;7800000;microempresarial
femenino;industria;fabrica_de;picacho;2;6;2/11/2017;7000000;microempresarial
masculino;comercio;variedades;castilla;3;5;22/02/2018;5000000;microempresarial
femenino;servicio;tienda;santa_cruz;2;2;23/03/2018;7000000;microempresarial
femenino;comercio;almacen_de_ropa_en;castilla;3;5;13/09/2017;7370000;microempresarial
masculino;servicio;restaurante;olaya_herrera;1;7;29/09/2017;7377000;microempresarial
masculino;servicio;comidas_rapidas;aranjuez;2;4;19/09/2017;7300000;microempresarial
femenino;industria;lenceria_para_el;cabecera_san_antonio;3;80;1/12/2016;6800000;microempresarial
masculino;agropecuaria;comidas_rapidas;barrio_caicedo;2;9;6/09/2017;7300000;microempresarial
masculino;comercio;papeleria;campo_valdes_no_1;2;4;29/04/2016;3000000;microempresarial
femenino;servicio;peluqueria;vrda_san_cristobal;1;60;1/02/2016;2500000;microempresarial
femenino;industria;fabrica_de;manrique_central_no_1;3;4;2/11/2017;7300000;microempresarial
femenino;industria;fabrica_de_calzado;santo_domingo_savio;1;16;25/10/2018;5000000;microempresarial
masculino;industria;fabrica_de_ceramica;villa_del_socorro;2;2;5/10/2016;5000000;microempresarial
femenino;comercio;legumbreria;santo_domingo_savio;1;1;29/05/2018;4000000;microempresarial
femenino;agropecuaria;criadero_de_animales;santo_domingo_savio;1;1;28/06/2017;6000000;microempresarial
masculino;comercio;variedades;prado;3;10;5/02/2018;3000000;microempresarial
masculino;comercio;comidas_rapidas;buenos_aires;2;9;13/07/2017;2000000;microempresarial
femenino;comercio;variedades;cabecera_san_antonio;3;80;27/11/2017;7300000;microempresarial
femenino;comercio;miscelanea;manrique_central_no_2;2;3;25/01/2019;7000000;microempresarial
femenino;comercio;variedades;boston;2;10;15/08/2017;7370000;microempresarial
masculino;servicio;barberia;manrique_central_no_2;2;3;17/07/2017;7370000;microempresarial
femenino;servicio;peluqueria;buenos_aires;3;9;6/04/2018;7800000;microempresarial
femenino;industria;fabrica_de;popular;1;1;23/11/2017;7300000;microempresarial
femenino;comercio;variedades;villatina;1;8;12/06/2018;2500000;microempresarial
femenino;servicio;mantenimiento_en;popular;2;1;20/12/2016;6800000;microempresarial
masculino;servicio;cafe_e_internet;doce_de_octubre_no1;2;6;31/10/2018;3750000;microempresarial
femenino;comercio;comidas_rapidas;belen;3;16;25/05/2018;5000000;microempresarial
femenino;servicio;publicidad_y;la_milagrosa;3;9;10/07/2018;3000000;microempresarial
masculino;industria;fabrica_de_ceramica;popular;1;1;22/05/2018;7812000;microempresarial
femenino;industria;fabrica_de;andalucia;2;2;6/07/2018;5000000;microempresarial
femenino;servicio;mantenimiento_en;campo_valdes_no_1;3;4;2/11/2018;5000000;microempresarial
femenino;comercio;comidas_rapidas;la_floresta;3;12;6/05/2019;7500000;microempresarial
femenino;servicio;peluqueria;la_milagrosa;3;9;9/03/2017;7377000;microempresarial
femenino;comercio;fabrica_de_calzado;buenos_aires;3;9;12/09/2018;7800000;microempresarial
femenino;comercio;almacen_de_ropa_en;tricentenario;3;5;1/02/2017;7377000;microempresarial
masculino;servicio;barberia;picachito;1;6;3/03/2017;7000000;microempresarial
femenino;servicio;peluqueria;manrique_central_no_2;2;3;25/05/2018;7800000;microempresarial
masculino;comercio;tienda;buenos_aires;3;9;12/10/2016;5000000;microempresarial
femenino;comercio;variedades;robledo;2;7;6/03/2018;3400000;microempresarial
femenino;comercio;almacen_de_ropa_en;san_javier_no1;1;13;9/10/2017;4000000;microempresarial
masculino;comercio;variedades;barrio_caicedo;2;9;6/10/2017;6000000;microempresarial
masculino;comercio;comidas_rapidas;san_javier_no1;1;13;31/10/2018;7800000;microempresarial
masculino;comercio;variedades;campo_valdes_no_1;2;4;23/02/2016;2000000;microempresarial
femenino;servicio;tienda;calasanz;3;13;16/07/2018;7800000;microempresarial
masculino;comercio;tienda;san_javier_no1;1;13;6/12/2018;5000000;microempresarial
masculino;comercio;variedades;aranjuez;3;4;11/03/2016;6890000;microempresarial
masculino;industria;fabrica_de;buenos_aires;2;9;14/08/2018;7800000;microempresarial
femenino;industria;fabrica_de;moravia;2;4;26/12/2017;5000000;microempresarial
masculino;servicio;recreativo_educativo;belen;3;16;6/12/2017;7300000;microempresarial
masculino;comercio;granero;san_javier_no1;2;13;25/06/2019;8280000;microempresarial
femenino;comercio;variedades;belen;3;16;12/10/2016;5000000;microempresarial
femenino;comercio;comidas_rapidas;castilla;2;5;16/03/2018;2000000;microempresarial
masculino;comercio;peluqueria;cabecera_san_cristobal;2;60;17/01/2018;7500000;microempresarial
femenino;servicio;barberia;picachito;1;6;23/02/2017;7377000;microempresarial
femenino;comercio;tienda;el_salvador;2;9;23/10/2017;5000000;microempresarial
femenino;comercio;tienda;manrique_oriental;2;3;3/04/2018;7800000;microempresarial
masculino;servicio;mantenimiento_en;la_milagrosa;3;9;5/03/2019;8000000;microempresarial
femenino;servicio;peluqueria;moravia;2;4;2/03/2018;3000000;microempresarial
femenino;servicio;publicidad_y;robledo;2;7;1/09/2017;7377000;microempresarial
femenino;comercio;cafeteria;manrique_oriental;1;3;7/05/2018;3000000;microempresarial
femenino;comercio;tienda;la_floresta;2;12;11/04/2016;4136000;microempresarial
femenino;industria;fabrica_de_calzado;robledo;2;7;21/11/2017;6000000;microempresarial
femenino;servicio;variedades;barrio_colombia;3;14;23/02/2017;7370000;microempresarial
femenino;industria;fabrica_de;manrique_central_no_1;1;4;16/06/2017;63000000;microempresarial
femenino;industria;fabrica_de;buenos_aires;2;9;8/03/2017;7000000;microempresarial
masculino;comercio;variedades;santo_domingo_savio;2;1;14/07/2017;7000000;microempresarial
femenino;comercio;legumbreria;picacho;1;6;20/09/2017;7377000;microempresarial
femenino;industria;fabrica_de_arepas;campo_valdes_no_1;3;4;24/01/2018;7300000;microempresarial
masculino;comercio;tienda;robledo;1;7;12/09/2016;6894000;microempresarial
masculino;comercio;tienda;campo_valdes_no_1;2;4;19/02/2019;7800000;microempresarial
femenino;comercio;legumbreria;girardot;3;5;3/08/2018;7800000;microempresarial
femenino;industria;fabrica_de_muebles;altavista;2;16;13/12/2018;7800000;microempresarial
masculino;servicio;mantenimiento_en;buenos_aires;3;9;29/09/2016;5000000;microempresarial
femenino;servicio;comidas_rapidas;manrique_central_no_2;2;3;22/08/2016;3000000;microempresarial
femenino;comercio;variedades;san_javier_no1;1;13;20/09/2017;2000000;microempresarial
femenino;servicio;publicidad_y;el_socorro;1;13;28/12/2018;6000000;microempresarial
masculino;servicio;productos_de_belleza;alfonso_lopez;2;5;24/05/2018;7000000;microempresarial
femenino;servicio;peluqueria;belen;2;9;26/05/2017;60000000;microempresarial
femenino;comercio;comidas_rapidas;llanaditas;1;8;23/03/2017;5000000;microempresarial
femenino;servicio;peluqueria;cabecera_san_antonio;2;80;16/07/2018;7800000;microempresarial
femenino;comercio;tienda;manrique_central_no_2;3;3;4/08/2017;7000000;microempresarial
femenino;industria;fabrica_de;doce_de_octubre_no1;1;6;10/05/2017;5000000;microempresarial
masculino;industria;bares;florencia;3;5;28/02/2018;19000000;empresarial_ed
femenino;comercio;variedades;la_floresta;3;12;2/03/2016;4500000;microempresarial
masculino;servicio;barberia;san_jose_de_la_cima_no;1;3;16/02/2018;6200000;microempresarial
femenino;servicio;restaurante;robledo;2;7;25/04/2019;6000000;microempresarial
femenino;industria;fabrica_de;san_javier_no1;1;13;4/05/2017;7000000;microempresarial
femenino;comercio;variedades;granizal;2;1;10/09/2018;1500000;microempresarial
femenino;industria;fabrica_de;jardin_botanico;1;4;31/05/2018;5000000;microempresarial
femenino;comercio;panaderia;bombona_no_1;3;10;30/09/2016;6800000;microempresarial
masculino;comercio;tienda;santo_domingo_savio;1;1;5/12/2018;6000000;microempresarial
masculino;servicio;taller_de_mecanica;cabecera_san_cristobal;2;60;22/05/2019;8000000;microempresarial
femenino;comercio;variedades;antonio_nariño;3;13;4/05/2018;780000;microempresarial
femenino;industria;fabrica_de;belalcazar;2;5;1/11/2016;6890000;microempresarial
femenino;agropecuaria;criadero_de_animales;manrique_central_no_2;1;3;19/07/2018;7812000;microempresarial
femenino;comercio;variedades;robledo;2;7;29/03/2017;3000000;microempresarial
femenino;comercio;comidas_rapidas;buenos_aires;1;9;24/05/2019;8200000;microempresarial
masculino;servicio;recreativo_educativo;santa_cruz;3;2;14/02/2018;7800000;microempresarial
femenino;comercio;variedades;popular;2;1;19/01/2016;5000000;microempresarial
femenino;servicio;peluqueria;el_salvador;3;9;15/06/2018;7000000;microempresarial
femenino;comercio;variedades;san_javier_no1;3;13;22/02/2017;6890000;microempresarial
femenino;industria;fabrica_de;loreto;2;9;2/05/2018;3000000;microempresarial
femenino;comercio;papeleria;castilla;3;5;30/01/2019;4000000;microempresarial
femenino;comercio;fabrica_de;bello_horizonte;1;7;23/02/2017;4000000;microempresarial
femenino;comercio;distribuidora_de;aranjuez;3;4;30/06/2017;7300000;microempresarial
femenino;comercio;cerrajeria;robledo;2;7;18/09/2017;5800000;microempresarial
masculino;agropecuaria;criadero_de_animales;cabecera_san_cristobal;2;60;20/11/2017;14000000;microempresarial
masculino;industria;fabrica_de;florencia;3;5;13/09/2017;4000000;microempresarial
femenino;comercio;tienda;popular;1;9;25/08/2017;3150000;microempresarial
femenino;industria;fabrica_de;belen;2;16;8/08/2018;7800000;microempresarial
femenino;comercio;variedades;manrique_central_no_1;2;4;7/11/2017;7377000;microempresarial
femenino;industria;fabrica_de;robledo;1;7;27/04/2018;7000000;microempresarial
masculino;servicio;organización_y;belen;3;16;14/07/2016;68900000;microempresarial
femenino;industria;carpinteria;aranjuez;2;4;15/05/2018;7800000;microempresarial
femenino;industria;fabrica_de;sucre;3;8;12/07/2018;5000000;microempresarial
femenino;comercio;tienda_naturista;campo_valdes_no_1;3;4;28/05/2018;7800000;microempresarial
masculino;comercio;tienda;lopez_de_mesa;3;7;24/07/2018;1500000;microempresarial
masculino;comercio;tienda;guayabal;2;15;5/09/2018;7800000;microempresarial
femenino;comercio;almacen_de_ropa_en;boston;3;10;15/08/2017;7370000;microempresarial
masculino;servicio;recreativo_educativo;guayabal;3;15;28/10/2016;2000000;microempresarial
femenino;comercio;almacen_de_ropa_en;manrique_oriental;2;3;19/07/2017;6000000;microempresarial
masculino;servicio;peluqueria;san_pablo;2;1;12/01/2018;7800000;microempresarial
masculino;servicio;taller_de_electronica;lopez_de_mesa;3;7;16/11/2018;3000000;microempresarial
femenino;servicio;lavanderia;cabecera_san_cristobal;1;60;7/03/2017;4000000;microempresarial
femenino;comercio;fabrica_de_helados;santo_domingo_savio;2;1;7/03/2017;7377000;microempresarial
femenino;comercio;comidas_rapidas;santander;2;6;30/10/2018;7800000;microempresarial
femenino;comercio;variedades;san_javier_no1;3;13;5/07/2016;6000000;microempresarial
femenino;industria;fabrica_de;belen;3;16;3/09/2018;5500000;microempresarial
masculino;industria;fabrica_de_calzado;granizal;3;1;7/04/2017;5000000;microempresarial
femenino;comercio;variedades;la_floresta;3;12;11/10/2016;6890000;microempresarial
femenino;servicio;fumigacion;enciso;1;8;28/11/2016;6890000;microempresarial
masculino;comercio;fabrica_de_muebles;robledo;2;7;20/09/2017;7370000;microempresarial
femenino;comercio;gimnasio;popular;2;1;18/04/2017;2000000;microempresarial
femenino;industria;fabrica_de;aures_no_2;2;7;22/05/2017;1500000;microempresarial
masculino;servicio;peluqueria;belen;2;16;27/02/2017;5000000;microempresarial
masculino;comercio;comidas_rapidas;san_javier_no1;2;13;20/01/2016;6800000;microempresarial
femenino;comercio;productos_de_belleza;picachito;1;6;18/03/2019;8200000;microempresarial
femenino;comercio;taller_de_mecanica;picacho;1;6;29/03/2017;6000000;microempresarial
femenino;industria;fabrica_de;campo_valdes_no_1;3;4;11/04/2016;6600000;microempresarial
masculino;servicio;mantenimiento_en;enciso;1;8;13/12/2018;5000000;microempresarial
masculino;industria;fabrica_de;manrique_central_no_2;3;3;3/11/2017;5000000;microempresarial
femenino;comercio;peluqueria;robledo;2;7;11/05/2017;7377000;microempresarial
femenino;servicio;variedades;andalucia;2;2;20/04/2017;6000000;microempresarial
femenino;servicio;productos_de_belleza;trinidad;3;15;21/11/2017;27000000;empresarial_ed
masculino;comercio;reciclaje;san_javier_no1;1;13;31/10/2018;7800000;microempresarial
masculino;servicio;cafe_e_internet;aguas_frias;1;70;30/08/2017;7;microempresarial
femenino;comercio;tienda;manrique_oriental;2;3;14/10/2016;6890000;microempresarial
femenino;comercio;variedades;robledo;2;7;28/03/2017;7377000;microempresarial
masculino;comercio;tienda;villatina;1;9;28/05/2018;7800000;microempresarial
femenino;servicio;criadero_de_animales;castilla;3;5;25/10/2018;7800000;microempresarial
femenino;comercio;variedades;robledo;2;7;11/10/2018;4000000;microempresarial
femenino;comercio;ferreteria;buenos_aires;2;9;7/07/2016;6800000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;19/12/2017;6000000;microempresarial
masculino;industria;taller_de_electronica;buenos_aires;2;9;14/02/2018;7000000;microempresarial
femenino;comercio;tienda;santa_cruz;2;2;10/05/2018;7800000;microempresarial
femenino;industria;fabrica_de;cabecera_san_cristobal;3;60;22/08/2017;7370000;microempresarial
femenino;industria;fabrica_de;san_javier_no1;2;13;23/02/2018;7800000;microempresarial
masculino;servicio;tienda;popular;1;1;14/10/2016;2000000;microempresarial
femenino;comercio;comidas_rapidas;belencito;1;13;10/08/2018;7800000;microempresarial
masculino;comercio;fabrica_de_alimentos;enciso;2;8;6/02/2018;7800000;microempresarial
femenino;comercio;tienda;versalles_no_2;1;3;20/06/2018;2000000;microempresarial
masculino;comercio;variedades;manrique_central_no_1;2;4;4/05/2018;7800000;microempresarial
femenino;servicio;peluqueria;bombona_no_1;3;10;18/10/2018;7000000;microempresarial
masculino;comercio;comidas_rapidas;san_javier_no1;1;13;22/09/2017;6000000;microempresarial
femenino;industria;fabrica_de_calzado;barrio_caicedo;2;9;7/04/2016;6700000;microempresarial
femenino;comercio;fabrica_de;popular;1;1;5/05/2017;7000000;microempresarial
femenino;servicio;mantenimiento_en;doce_de_octubre_no1;1;6;19/10/2017;7377000;microempresarial
femenino;comercio;almacen_de_ropa_en;caribe;3;5;27/02/2019;8281000;microempresarial
masculino;comercio;variedades;manrique_oriental;2;3;5/12/2017;7300000;microempresarial
femenino;comercio;peluqueria;aranjuez;2;4;9/07/2018;5000000;microempresarial
masculino;comercio;venta_de_calzado;villa_nueva;3;10;23/09/2016;689000;microempresarial
masculino;comercio;charcuteria;campo_valdes_no_1;3;4;16/11/2016;6890000;microempresarial
masculino;servicio;barberia;doce_de_octubre_no1;2;6;18/10/2016;4500000;microempresarial
femenino;agropecuaria;marroquineria;manrique_oriental;2;3;24/01/2017;6000000;microempresarial
femenino;comercio;comidas_rapidas;manrique_central_no_1;2;4;17/08/2018;6000000;microempresarial
masculino;comercio;taller_de_electronica;campo_valdes_no_1;3;4;16/02/2017;7377000;microempresarial
femenino;industria;fabrica_de;santa_cruz;2;2;18/02/2016;6000000;microempresarial
masculino;comercio;variedades;aranjuez;3;4;14/12/2016;6890000;microempresarial
femenino;comercio;comidas_rapidas;robledo;2;7;25/05/2018;6000000;microempresarial
femenino;comercio;tienda_de_helados;trinidad;2;15;4/04/2018;6000000;microempresarial
femenino;comercio;tienda;altavista;2;16;22/06/2018;4000000;microempresarial
femenino;comercio;miscelanea;doce_de_octubre_no1;2;6;29/08/2017;5000000;microempresarial
femenino;industria;fabrica_de;la_milagrosa;3;9;23/11/2016;4500000;microempresarial
femenino;comercio;comidas_rapidas;villa_niza;2;2;14/08/2018;5000000;microempresarial
femenino;comercio;tienda;doce_de_octubre_no1;2;6;29/09/2016;5000000;microempresarial
femenino;comercio;variedades;manrique_central_no_2;3;3;15/06/2018;1500000;microempresarial
masculino;servicio;variedades;castilla;3;5;2/12/2016;6890000;microempresarial
masculino;comercio;restaurante;francisco_antonio_zea;2;5;22/08/2017;28000000;empresarial_ed
femenino;servicio;cafe_e_internet;robledo;1;7;20/02/2018;4000000;microempresarial
femenino;comercio;papeleria;manrique_oriental;2;3;31/10/2018;5000000;microempresarial
masculino;comercio;drogueria;santo_domingo_savio;1;1;7/07/2016;6000000;microempresarial
